Age,Gender,Family_History,Company_Size,Tech_Company,Wellness_Program,Anonymity_Protected,Leave_Difficulty,Work_Interfere,Benefits,Care_Options,Comments,Target_Sought_Treatment,Survey_Year
38.0,Male,Yes,100-500,No,Don't know,Yes,Don't know,Sometimes,Don't know,No,no comment,0,2016
33.0,Male,Yes,1-5,Yes,No,Don't know,Very difficult,Sometimes,Yes,No,no comment,0,2016
30.0,Male,Yes,6-25,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,0,2016
25.0,Female,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Often,Don't know,Not sure,no comment,1,2016
40.0,Male,Yes,26-100,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2016
26.0,Female,Yes,More than 1000,No,No,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2016
34.0,Male,Yes,More than 1000,No,Yes,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
46.0,Female,Yes,More than 1000,No,Yes,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2016
31.0,Female,Yes,More than 1000,No,No,Don't know,Very difficult,Often,Not eligible for coverage / N/A,,no comment,1,2016
42.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
30.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2016
26.0,Other,Yes,,,,,,Often,,,no comment,1,2016
29.0,Male,No,1-5,Yes,No,Don't know,Somewhat difficult,Sometimes,Not eligible for coverage / N/A,Not sure,no comment,1,2016
31.0,Male,Yes,100-500,Yes,No,Don't know,Very easy,Often,Yes,Yes,no comment,1,2016
40.0,Male,Don't know,26-100,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,Not sure,no comment,1,2016
39.0,Male,Don't know,26-100,Yes,No,Don't know,Very easy,Often,Yes,Not sure,no comment,1,2016
37.0,Male,No,26-100,Yes,No,Don't know,Very easy,Never,Yes,No,no comment,0,2016
27.0,Male,No,26-100,Yes,No,Don't know,Very easy,Never,Don't know,Not sure,no comment,0,2016
45.0,Male,No,26-100,Yes,No,Don't know,Somewhat difficult,Never,Don't know,No,no comment,0,2016
29.0,Male,Yes,26-100,Yes,No,Yes,Very easy,Never,Don't know,No,no comment,0,2016
47.0,Female,No,26-100,Yes,No,Yes,Very easy,Never,Yes,No,no comment,0,2016
33.0,Male,No,100-500,Yes,No,Yes,Very easy,Never,Don't know,No,no comment,0,2016
32.0,Male,No,26-100,Yes,No,Yes,Don't know,Never,Don't know,No,no comment,0,2016
29.0,Male,No,26-100,Yes,No,Don't know,Very easy,Never,Don't know,No,no comment,0,2016
36.0,Male,Yes,26-100,Yes,No,Yes,Somewhat easy,Often,Yes,Not sure,no comment,1,2016
35.0,Female,Don't know,6-25,Yes,No,Don't know,Somewhat difficult,Never,Don't know,Not sure,no comment,0,2016
40.0,Male,Yes,26-100,Yes,No,Don't know,Very easy,Sometimes,Yes,No,no comment,0,2016
36.0,Male,Yes,26-100,Yes,No,Don't know,Very difficult,Often,Yes,Not sure,no comment,1,2016
39.0,Female,Don't know,More than 1000,No,Don't know,Don't know,Don't know,Never,Don't know,No,no comment,1,2016
38.0,Male,No,26-100,Yes,Don't know,Yes,Somewhat easy,Rarely,Yes,No,no comment,0,2016
23.0,Male,Don't know,1-5,Yes,Yes,Yes,Very easy,Sometimes,Don't know,Not sure,no comment,1,2016
29.0,Male,Yes,500-1000,No,No,No,Don't know,Never,No,No,no comment,0,2016
38.0,Male,No,100-500,Yes,No,Don't know,Very easy,Never,Don't know,No,no comment,0,2016
34.0,Female,Yes,More than 1000,No,No,Don't know,Very difficult,Often,Yes,Yes,no comment,1,2016
28.0,Male,Yes,More than 1000,Yes,No,Don't know,Very easy,Sometimes,No,Not sure,no comment,1,2016
38.0,Male,Yes,6-25,Yes,No,Yes,Very easy,Often,No,,no comment,1,2016
25.0,Female,Don't know,26-100,Yes,Yes,Yes,Very difficult,Sometimes,Yes,Yes,no comment,1,2016
36.0,Female,Yes,More than 1000,No,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2016
57.0,Female,Yes,More than 1000,Yes,No,Don't know,Very difficult,Sometimes,Not eligible for coverage / N/A,Not sure,no comment,1,2016
46.0,Male,Yes,More than 1000,No,No,Don't know,Very difficult,Sometimes,Don't know,No,no comment,1,2016
49.0,Male,Yes,More than 1000,Yes,No,Don't know,Very difficult,Often,Yes,Yes,no comment,1,2016
34.0,Male,No,More than 1000,Yes,No,Yes,Don't know,Sometimes,Don't know,No,no comment,1,2016
43.0,Male,No,26-100,Yes,No,Yes,Very easy,Never,Don't know,No,no comment,0,2016
35.0,Male,No,,,,,,Often,,,no comment,0,2016
32.0,Male,No,,,,,,Never,,,no comment,1,2016
24.0,Other,Don't know,More than 1000,No,Yes,Don't know,Very easy,Often,Not eligible for coverage / N/A,,no comment,1,2016
33.0,Male,Yes,More than 1000,No,No,Don't know,Very difficult,Sometimes,Yes,Yes,no comment,1,2016
28.0,Male,Yes,1-5,Yes,No,Yes,Somewhat easy,Rarely,Don't know,No,no comment,0,2016
48.0,Male,Yes,More than 1000,Yes,No,Yes,Somewhat easy,Often,Yes,Not sure,no comment,0,2016
33.0,Female,Don't know,26-100,Yes,No,Don't know,Very difficult,Often,Yes,Yes,no comment,1,2016
40.0,Male,No,100-500,Yes,Don't know,Don't know,Very easy,Never,Not eligible for coverage / N/A,,no comment,0,2016
22.0,Male,Yes,,,,,,Often,,,no comment,1,2016
22.0,Female,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Often,No,No,no comment,1,2016
23.0,Female,Don't know,100-500,Yes,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2016
33.0,Male,Yes,More than 1000,No,No,Don't know,Somewhat easy,Often,No,,no comment,1,2016
29.0,Male,Don't know,6-25,Yes,No,No,Very difficult,Sometimes,Don't know,Not sure,no comment,1,2016
32.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Often,Yes,No,no comment,1,2016
43.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,no comment,1,2016
49.0,Male,Yes,More than 1000,No,Yes,Don't know,Very easy,Often,Yes,No,no comment,1,2016
44.0,Male,No,More than 1000,No,No,Don't know,Very easy,Never,No,No,no comment,0,2016
29.0,Male,Yes,,,,,,Often,,,no comment,1,2016
27.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Never,No,No,no comment,0,2016
30.0,Male,No,6-25,No,No,Don't know,Very difficult,Sometimes,Don't know,Not sure,no comment,0,2016
43.0,Female,Yes,1-5,Yes,No,Don't know,Very difficult,Never,No,,no comment,0,2016
30.0,Female,No,26-100,Yes,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
33.0,Female,Yes,26-100,No,No,Don't know,Somewhat difficult,Sometimes,Yes,No,no comment,1,2016
27.0,Female,Yes,,,,,,Often,,,no comment,1,2016
26.0,Female,Yes,6-25,Yes,Yes,Yes,Somewhat difficult,Often,Don't know,No,no comment,1,2016
47.0,Male,Yes,100-500,No,Yes,Don't know,Somewhat difficult,Often,Don't know,Yes,no comment,1,2016
30.0,Male,Don't know,6-25,Yes,No,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,0,2016
39.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat difficult,Never,Don't know,No,no comment,0,2016
36.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,Not sure,no comment,0,2016
34.0,Male,Yes,6-25,Yes,No,Don't know,Very easy,Never,No,No,no comment,1,2016
25.0,Female,Yes,26-100,Yes,No,Don't know,Very difficult,Often,Yes,No,no comment,1,2016
28.0,Male,Yes,26-100,No,Yes,Don't know,Somewhat difficult,Never,Don't know,No,no comment,0,2016
38.0,Male,Yes,More than 1000,Yes,Don't know,No,Somewhat easy,Often,Yes,Yes,no comment,1,2016
39.0,Male,No,100-500,Yes,No,Yes,Somewhat easy,Never,Yes,No,no comment,0,2016
32.0,Male,Don't know,6-25,No,No,Don't know,Somewhat difficult,Sometimes,Don't know,Not sure,no comment,0,2016
27.0,Female,Yes,26-100,No,No,Don't know,Somewhat difficult,Often,Don't know,Not sure,no comment,1,2016
31.0,Female,Yes,500-1000,Yes,Don't know,Don't know,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2016
30.0,Female,No,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2016
34.0,Male,Don't know,,,,,,Never,,,no comment,0,2016
26.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,Often,Don't know,No,no comment,0,2016
27.0,Female,No,100-500,Yes,Don't know,No,Somewhat easy,Sometimes,Yes,Not sure,no comment,1,2016
29.0,Male,No,26-100,Yes,No,Don't know,Somewhat difficult,Often,Don't know,No,no comment,1,2016
37.0,Female,Yes,,,,,,Sometimes,,,no comment,0,2016
49.0,Female,Yes,,,,,,Often,,,no comment,1,2016
39.0,Male,No,More than 1000,No,Yes,Don't know,Somewhat easy,Never,Don't know,No,no comment,0,2016
42.0,Male,No,,,,,,Never,,,no comment,0,2016
28.0,Male,Don't know,500-1000,Yes,No,Yes,Don't know,Often,Yes,Yes,no comment,1,2016
33.0,Male,Don't know,,,,,,Often,,,no comment,1,2016
30.0,Female,Yes,,,,,,Sometimes,,,no comment,1,2016
70.0,Male,Don't know,26-100,Yes,No,Yes,Don't know,Never,Yes,Yes,no comment,1,2016
25.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,Sometimes,No,,no comment,1,2016
45.0,Male,No,26-100,Yes,Don't know,Don't know,Don't know,Often,Don't know,Not sure,no comment,1,2016
63.0,Female,Don't know,More than 1000,No,Don't know,Yes,Don't know,Rarely,Yes,Yes,no comment,1,2016
40.0,Male,Yes,26-100,Yes,Yes,Yes,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2016
39.0,Male,Yes,26-100,Yes,No,Don't know,Very easy,Often,Yes,Yes,no comment,1,2016
31.0,Other,Yes,6-25,Yes,No,Don't know,Somewhat easy,Often,Yes,No,no comment,1,2016
34.0,Male,Don't know,26-100,Yes,No,Don't know,Very difficult,Sometimes,No,,no comment,0,2016
44.0,Male,Yes,,,,,,Often,,,no comment,1,2016
45.0,Male,No,500-1000,Yes,Yes,Don't know,Somewhat easy,Sometimes,Not eligible for coverage / N/A,No,no comment,0,2016
43.0,Male,Yes,100-500,No,No,Yes,Very easy,Often,Yes,Yes,no comment,1,2016
29.0,Male,Yes,26-100,Yes,No,Yes,Somewhat easy,Never,Yes,Yes,no comment,0,2016
27.0,Other,Yes,100-500,Yes,No,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2016
37.0,Male,Yes,100-500,Yes,Don't know,Yes,Somewhat difficult,Often,Yes,Yes,no comment,1,2016
41.0,Other,Yes,100-500,Yes,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
30.0,Female,Yes,26-100,Yes,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
28.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Sometimes,Yes,Not sure,no comment,1,2016
28.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2016
39.0,Male,Yes,,,,,,Often,,,no comment,1,2016
22.0,Male,Yes,6-25,Yes,No,Don't know,Very difficult,Sometimes,Not eligible for coverage / N/A,,no comment,1,2016
31.0,Male,Don't know,26-100,Yes,No,Don't know,Very easy,Never,Yes,No,no comment,0,2016
29.0,Male,Don't know,26-100,Yes,No,No,Somewhat difficult,Never,No,,no comment,0,2016
33.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Sometimes,No,No,no comment,0,2016
37.0,Male,No,100-500,Yes,No,Don't know,Very easy,Rarely,Don't know,No,no comment,1,2016
42.0,Male,No,100-500,Yes,No,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2016
31.0,Male,Yes,6-25,Yes,No,Yes,Somewhat easy,Often,Don't know,No,no comment,1,2016
34.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
49.0,Female,Don't know,,,,,,Often,,,no comment,1,2016
29.0,Male,Yes,26-100,Yes,Yes,Don't know,Don't know,Sometimes,Yes,Yes,no comment,0,2016
40.0,Other,No,More than 1000,Yes,No,Don't know,Very easy,Often,Yes,Yes,no comment,1,2016
46.0,Female,Yes,26-100,Yes,No,Yes,Somewhat easy,Sometimes,Don't know,No,no comment,1,2016
31.0,Female,Yes,,,,,,Often,,,no comment,1,2016
43.0,Male,No,100-500,No,Yes,Yes,Very easy,Sometimes,Yes,No,no comment,0,2016
45.0,Male,Yes,,,,,,Never,,,no comment,0,2016
32.0,Male,No,6-25,Yes,No,Don't know,Don't know,Rarely,No,No,no comment,0,2016
38.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
40.0,Male,Yes,More than 1000,Yes,No,Don't know,Very easy,Often,Yes,Yes,no comment,1,2016
38.0,Male,Don't know,26-100,No,No,Don't know,Don't know,Often,No,Not sure,no comment,1,2016
32.0,Male,Don't know,100-500,Yes,No,Don't know,Very difficult,Often,No,,no comment,1,2016
37.0,Male,No,More than 1000,No,No,No,Somewhat difficult,Sometimes,Don't know,Not sure,no comment,0,2016
24.0,Male,Yes,,,,,,Often,,,no comment,1,2016
25.0,Female,Yes,,,,,,Often,,,no comment,1,2016
24.0,Male,Yes,6-25,Yes,No,Don't know,Very easy,Never,No,No,no comment,0,2016
34.0,Female,Yes,More than 1000,No,No,Don't know,Very difficult,Never,Don't know,Not sure,no comment,1,2016
55.0,Male,Yes,,,,,,Often,,,no comment,1,2016
32.0,Male,Yes,100-500,No,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
29.0,Male,No,1-5,Yes,No,Don't know,Very easy,Never,No,,no comment,0,2016
20.0,Male,No,More than 1000,Yes,Don't know,Don't know,Very easy,Never,Not eligible for coverage / N/A,No,no comment,0,2016
41.0,Male,Yes,More than 1000,No,Yes,Yes,Somewhat difficult,Never,Yes,Yes,no comment,0,2016
33.0,Female,Yes,6-25,Yes,Yes,Yes,Very easy,Sometimes,Yes,Yes,no comment,1,2016
25.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat easy,Often,Don't know,No,no comment,1,2016
29.0,Male,Don't know,,,,,,Never,,,no comment,0,2016
24.0,Other,Yes,More than 1000,Yes,Yes,Yes,Somewhat difficult,Often,Yes,Not sure,no comment,1,2016
39.0,Male,No,100-500,Yes,No,Don't know,Don't know,Rarely,Don't know,Not sure,no comment,0,2016
39.0,Male,Yes,500-1000,No,Yes,Yes,Somewhat easy,Never,Yes,Yes,no comment,0,2016
44.0,Male,Don't know,,,,,,Never,,,no comment,1,2016
30.0,Female,Yes,,,,,,Often,,,no comment,1,2016
31.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat easy,Never,No,Not sure,no comment,0,2016
37.0,Male,Yes,1-5,Yes,Yes,Yes,Very easy,Often,Not eligible for coverage / N/A,,no comment,1,2016
42.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat difficult,Never,Not eligible for coverage / N/A,,no comment,1,2016
35.0,Male,Don't know,,,,,,Often,,,no comment,0,2016
30.0,Male,Yes,26-100,No,No,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2016
30.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Yes,No,no comment,0,2016
33.0,Male,Yes,26-100,Yes,No,Don't know,Very difficult,Never,Yes,No,no comment,1,2016
31.0,Male,Don't know,More than 1000,No,Don't know,Don't know,Don't know,Never,Not eligible for coverage / N/A,Not sure,no comment,1,2016
39.0,Female,Yes,More than 1000,No,No,Yes,Somewhat difficult,Often,Yes,Yes,no comment,1,2016
27.0,Male,No,26-100,No,No,Yes,Don't know,Often,No,No,no comment,0,2016
34.0,Male,No,,,,,,Sometimes,,,no comment,1,2016
31.0,Male,No,6-25,Yes,No,Don't know,Don't know,Never,No,,no comment,0,2016
30.0,Female,Yes,More than 1000,Yes,No,Don't know,Very difficult,Often,Yes,Yes,no comment,1,2016
34.0,Male,Yes,26-100,Yes,Yes,Yes,Very easy,Sometimes,Yes,No,no comment,1,2016
20.0,Other,Don't know,6-25,Yes,No,Don't know,Don't know,Sometimes,Not eligible for coverage / N/A,,no comment,0,2016
39.0,Male,Yes,,,,,,Often,,,no comment,1,2016
50.0,Female,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Often,Don't know,No,no comment,1,2016
22.0,Male,Yes,1-5,No,No,No,Very difficult,Often,No,No,no comment,0,2016
41.0,Male,Don't know,100-500,Yes,No,Don't know,Somewhat easy,Never,Yes,Yes,no comment,1,2016
37.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Sometimes,No,No,no comment,0,2016
32.0,Male,Yes,100-500,Yes,Yes,Yes,Very easy,Often,Yes,Yes,no comment,1,2016
26.0,Male,Yes,,,,,,Never,,,no comment,1,2016
38.0,Male,Yes,6-25,Yes,Yes,Yes,Somewhat easy,Rarely,Yes,No,no comment,0,2016
21.0,Male,Yes,,,,,,Sometimes,,,no comment,0,2016
27.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,Often,Yes,Not sure,no comment,1,2016
37.0,Female,Yes,1-5,No,No,No,Very difficult,Often,No,Not sure,no comment,1,2016
45.0,Male,Don't know,,,,,,Often,,,no comment,1,2016
26.0,Male,No,,,,,,Never,,,no comment,0,2016
30.0,Female,Yes,6-25,No,No,Don't know,Very difficult,Sometimes,Don't know,No,no comment,0,2016
21.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Often,No,No,no comment,1,2016
21.0,Male,Don't know,More than 1000,No,No,Don't know,Don't know,Often,Don't know,Not sure,no comment,1,2016
29.0,Male,No,,,,,,Never,,,no comment,0,2016
46.0,Male,No,More than 1000,No,Yes,Yes,Somewhat easy,Never,Yes,Not sure,no comment,0,2016
28.0,Other,Yes,500-1000,Yes,Yes,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2016
26.0,Other,Yes,100-500,No,No,Yes,Don't know,Often,Yes,No,no comment,1,2016
37.0,Female,Yes,,,,,,Sometimes,,,no comment,1,2016
44.0,Male,No,More than 1000,Yes,Don't know,Yes,Don't know,Never,Yes,Not sure,no comment,0,2016
45.0,Female,Yes,,,,,,Often,,,no comment,1,2016
35.0,Female,Don't know,1-5,Yes,Don't know,Don't know,Somewhat easy,Never,Don't know,Not sure,no comment,1,2016
39.0,Male,Yes,26-100,Yes,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2016
37.0,Female,No,More than 1000,No,Don't know,Don't know,Don't know,Never,Don't know,Not sure,no comment,1,2016
35.0,Male,No,100-500,No,No,Don't know,Don't know,Never,No,No,no comment,0,2016
29.0,Female,Yes,More than 1000,Yes,No,Yes,Somewhat difficult,Never,Yes,Yes,no comment,1,2016
49.0,Female,Don't know,,,,,,Often,,,no comment,1,2016
21.0,Other,Don't know,26-100,Yes,Don't know,Don't know,Don't know,Often,Don't know,No,no comment,1,2016
26.0,Female,Yes,26-100,Yes,No,Yes,Very difficult,Often,Yes,Yes,no comment,1,2016
35.0,Male,Yes,100-500,Yes,Yes,Yes,Somewhat easy,Often,Yes,Not sure,no comment,1,2016
56.0,Male,No,100-500,No,Yes,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2016
53.0,Female,Yes,,,,,,Often,,,no comment,1,2016
48.0,Female,Yes,,,,,,Often,,,no comment,1,2016
24.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Not eligible for coverage / N/A,Not sure,no comment,0,2016
37.0,Male,No,More than 1000,Yes,No,Don't know,Somewhat easy,Often,No,Not sure,no comment,0,2016
27.0,Female,Yes,26-100,No,No,Don't know,Very difficult,Often,No,Yes,no comment,1,2016
39.0,Female,Yes,1-5,Yes,No,Don't know,Somewhat difficult,Sometimes,Don't know,No,no comment,1,2016
31.0,Male,No,,,,,,Never,,,no comment,0,2016
34.0,Male,Yes,100-500,Yes,No,Don't know,Very difficult,Often,Yes,Yes,no comment,1,2016
33.0,Male,Yes,More than 1000,No,No,Yes,Very easy,Sometimes,No,,no comment,1,2016
22.0,Male,Don't know,1-5,Yes,No,No,Somewhat difficult,Sometimes,No,No,no comment,0,2016
25.0,Female,Don't know,6-25,Yes,No,Don't know,Somewhat easy,Never,Not eligible for coverage / N/A,,no comment,0,2016
34.0,Male,No,More than 1000,No,No,Don't know,Very easy,Never,Don't know,No,no comment,0,2016
30.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,Never,Not eligible for coverage / N/A,,no comment,0,2016
37.0,Male,Don't know,26-100,Yes,No,Don't know,Somewhat difficult,Sometimes,No,No,no comment,1,2016
26.0,Male,No,6-25,Yes,No,No,Somewhat difficult,Sometimes,No,No,no comment,0,2016
29.0,Female,No,More than 1000,No,Yes,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2016
29.0,Male,Don't know,6-25,Yes,Don't know,No,Very difficult,Often,No,No,no comment,1,2016
27.0,Male,Yes,26-100,No,No,Don't know,Somewhat difficult,Often,No,,no comment,1,2016
27.0,Female,Yes,6-25,No,No,Don't know,Don't know,Rarely,No,No,no comment,1,2016
23.0,Male,No,More than 1000,No,Yes,Yes,Somewhat easy,Never,Don't know,No,no comment,0,2016
24.0,Female,No,More than 1000,Yes,No,Yes,Very easy,Never,Don't know,Yes,no comment,0,2016
22.0,Male,Don't know,,,,,,Sometimes,,,no comment,0,2016
28.0,Male,No,1-5,No,No,No,Very easy,Never,No,No,no comment,0,2016
22.0,Male,Yes,6-25,No,No,Don't know,Don't know,Often,Don't know,Not sure,no comment,1,2016
32.0,Male,Yes,26-100,Yes,No,No,Somewhat easy,Sometimes,No,Yes,no comment,0,2016
35.0,Female,No,6-25,Yes,No,Don't know,Somewhat difficult,Sometimes,Don't know,No,no comment,1,2016
26.0,Male,No,26-100,Yes,No,Don't know,Very easy,Sometimes,Yes,Yes,no comment,1,2016
31.0,Female,Don't know,More than 1000,Yes,Yes,Don't know,Somewhat difficult,Often,No,Yes,no comment,1,2016
32.0,Male,Yes,,,,,,Often,,,no comment,1,2016
37.0,Male,Don't know,100-500,Yes,No,No,Somewhat difficult,Often,No,No,no comment,1,2016
24.0,Male,No,6-25,No,No,Yes,Don't know,Sometimes,No,No,no comment,1,2016
33.0,Male,No,26-100,Yes,Yes,Don't know,Very easy,Never,Yes,Yes,no comment,0,2016
28.0,Male,Don't know,100-500,Yes,No,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2016
22.0,Female,Don't know,More than 1000,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,No,no comment,1,2016
46.0,Male,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Often,Not eligible for coverage / N/A,,no comment,1,2016
30.0,Male,Don't know,26-100,Yes,No,Don't know,Don't know,Never,Yes,Yes,no comment,0,2016
29.0,Male,No,26-100,Yes,No,Yes,Somewhat difficult,Often,Don't know,Not sure,no comment,1,2016
22.0,Male,Yes,100-500,Yes,No,Don't know,Somewhat easy,Often,Don't know,No,no comment,0,2016
24.0,Female,Yes,,,,,,Often,,,no comment,1,2016
29.0,Female,No,,,,,,Often,,,no comment,1,2016
30.0,Male,Yes,More than 1000,No,No,Don't know,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2016
25.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
39.0,Male,No,More than 1000,No,Don't know,Yes,Somewhat difficult,Never,Yes,Not sure,no comment,0,2016
31.0,Male,No,,,,,,Often,,,no comment,1,2016
25.0,Male,Yes,,,,,,Often,,,no comment,1,2016
39.0,Male,Don't know,500-1000,No,Yes,Don't know,Somewhat difficult,Never,Yes,Not sure,no comment,0,2016
31.0,Female,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,no comment,1,2016
35.0,Male,Yes,100-500,Yes,No,Don't know,Don't know,Never,Yes,No,no comment,0,2016
31.0,Other,No,,,,,,Often,,,no comment,1,2016
23.0,Male,Don't know,More than 1000,Yes,No,Don't know,Very difficult,Often,No,Not sure,no comment,1,2016
30.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Very difficult,Sometimes,Yes,Not sure,no comment,1,2016
28.0,Male,Yes,6-25,Yes,No,Yes,Don't know,Never,Not eligible for coverage / N/A,No,no comment,0,2016
23.0,Female,Yes,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,No,no comment,0,2016
26.0,Female,Yes,26-100,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2016
24.0,Female,Yes,26-100,Yes,No,Don't know,Very difficult,Often,Yes,Yes,no comment,1,2016
32.0,Male,No,More than 1000,Yes,No,Don't know,Somewhat easy,Never,Yes,No,no comment,0,2016
35.0,Male,Yes,,,,,,Often,,,no comment,1,2016
30.0,Male,No,100-500,Yes,No,Yes,Somewhat easy,Often,Not eligible for coverage / N/A,,no comment,0,2016
32.0,Male,No,26-100,Yes,No,Don't know,Somewhat difficult,Often,Yes,Not sure,no comment,1,2016
35.0,Male,No,6-25,No,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
26.0,Female,Don't know,26-100,Yes,No,Don't know,Don't know,Rarely,Don't know,Yes,no comment,1,2016
30.0,Female,Yes,100-500,No,Yes,Don't know,Somewhat easy,Sometimes,Yes,Not sure,no comment,1,2016
29.0,Male,Don't know,26-100,Yes,No,Yes,Somewhat difficult,Often,Yes,No,no comment,1,2016
39.0,Male,No,More than 1000,Yes,Yes,Don't know,Somewhat easy,Never,Don't know,Not sure,no comment,0,2016
37.0,Male,Yes,More than 1000,No,No,Don't know,Don't know,Often,Don't know,Not sure,no comment,1,2016
35.0,Male,No,26-100,Yes,No,Don't know,Very difficult,Never,Yes,No,no comment,0,2016
25.0,Female,Yes,1-5,Yes,No,No,Don't know,Often,Not eligible for coverage / N/A,Yes,no comment,1,2016
22.0,Other,Yes,More than 1000,No,Yes,Yes,Don't know,Often,Not eligible for coverage / N/A,,no comment,1,2016
33.0,Male,Yes,26-100,Yes,No,No,Don't know,Sometimes,Yes,Yes,no comment,1,2016
23.0,Male,Yes,1-5,Yes,No,Don't know,Somewhat difficult,Often,Yes,No,no comment,1,2016
29.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
28.0,Male,Yes,26-100,Yes,No,Don't know,Very difficult,Rarely,Yes,Yes,no comment,1,2016
30.0,Male,Yes,More than 1000,Yes,No,Don't know,Very easy,Often,Yes,Yes,no comment,1,2016
28.0,Male,Yes,100-500,Yes,No,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2016
28.0,Female,Yes,6-25,Yes,Yes,Don't know,Very easy,Sometimes,Yes,Yes,no comment,1,2016
37.0,Male,Yes,More than 1000,No,No,Don't know,Don't know,Often,Yes,No,no comment,0,2016
30.0,Male,Yes,26-100,Yes,Yes,No,Don't know,Sometimes,No,Yes,no comment,0,2016
27.0,Male,Yes,6-25,Yes,Yes,Don't know,Somewhat difficult,Often,No,Not sure,no comment,1,2016
29.0,Male,Yes,,,,,,Often,,,no comment,1,2016
28.0,Male,Don't know,More than 1000,Yes,No,Don't know,Don't know,Often,Don't know,Not sure,no comment,1,2016
26.0,Other,Yes,6-25,Yes,No,No,Somewhat difficult,Often,No,No,no comment,1,2016
29.0,Male,Yes,100-500,Yes,No,Yes,Don't know,Sometimes,Don't know,Not sure,no comment,1,2016
34.0,Male,No,,,,,,Never,,,no comment,0,2016
36.0,Male,Don't know,100-500,Yes,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2016
38.0,Male,No,26-100,Yes,No,Don't know,Very difficult,Often,Don't know,No,no comment,1,2016
22.0,Female,No,6-25,Yes,No,Yes,Very easy,Often,Yes,Not sure,no comment,1,2016
